"ID","Expected"
"ID_1",1.43370140266533
"ID_2",2.6265301878527
"ID_3",1.52091801334239
"ID_4",0.632858188748413
"ID_5",2.68611228893223
"ID_6",1.33988053737548
"ID_7",0.866847618244337
"ID_8",0.506454965576622
"ID_9",0.709754319517341
"ID_10",0.687757714769429
"ID_11",0.618626463640637
"ID_12",0.644417673190827
"ID_13",0.649321216113141
"ID_14",0.494304471789046
"ID_15",1.06245048716239
"ID_16",1.77428103669016
"ID_17",1.46184557425489
"ID_18",0.358928512828394
"ID_19",1.41821464133559
"ID_20",0.885956040706195
"ID_21",0.782254350729391
"ID_22",2.21768967022889
"ID_23",0.555591948412871
"ID_24",0.449699524904994
"ID_25",1.00110527181142
"ID_26",1.37111160993702
"ID_27",1.94388412244505
"ID_28",1.35633368849026
"ID_29",0.637582427651949
"ID_30",2.33132589394906
"ID_31",0.370713448098687
"ID_32",0.590310187498487
"ID_33",0.428987219369766
"ID_34",0.664247972045739
"ID_35",0.709193376688068
"ID_36",0.217815842832191
"ID_37",0.473522434756675
"ID_38",0.565844243290092
"ID_39",0.526069117310918
"ID_40",1.16514384419021
"ID_41",1.37610028069897
"ID_42",1.10662199691795
"ID_43",0.498862640744707
"ID_44",0.788106834972037
"ID_45",0.638989510336193
"ID_46",0.751567447767904
"ID_47",1.2012260966077
"ID_48",0.647486524573375
"ID_49",0.808025733082553
"ID_50",1.31822256209648
"ID_51",0.527717207741339
"ID_52",0.721446232643441
"ID_53",1.18637405112621
"ID_54",0.482066971210536
"ID_55",0.450376229654062
"ID_56",0.647393288792306
"ID_57",0.688385057882406
"ID_58",3.09087234698413
"ID_59",1.04062729081024
"ID_60",1.06320287870082
"ID_61",0.705552648258086
"ID_62",0.611819447507653
"ID_63",0.60885278780945
"ID_64",0.180790314831574
"ID_65",1.14732439410122
"ID_66",0.790216392639577
"ID_67",0.515126052667733
"ID_68",1.53193360531014
"ID_69",0.668410503404342
"ID_70",0.801500884509109
"ID_71",0.794427016357339
"ID_72",0.961950562241686
"ID_73",1.90151636160722
"ID_74",0.228284153067423
