"ID","Expected"
"ID_1",1.60203952869364
"ID_2",2.61878532334117
"ID_3",1.41749219308454
"ID_4",0.508020313599619
"ID_5",2.75789556267124
"ID_6",1.72348332570054
"ID_7",0.92786095593596
"ID_8",0.543251317247019
"ID_9",0.803577724280703
"ID_10",0.803772878118604
"ID_11",0.531946153695999
"ID_12",0.71091395953266
"ID_13",0.618748185653794
"ID_14",0.447915842743677
"ID_15",0.856001015612272
"ID_16",1.57984466829782
"ID_17",1.16932180600911
"ID_18",0.619249516595461
"ID_19",1.41341869654595
"ID_20",0.883419424247032
"ID_21",0.87110223590634
"ID_22",1.68258711642738
"ID_23",0.762296263443257
"ID_24",0.733909527434007
"ID_25",1.26299210281373
"ID_26",1.31679960842347
"ID_27",2.24026533950474
"ID_28",1.23914823035395
"ID_29",0.572815403760166
"ID_30",2.53235701183306
"ID_31",0.484318273726214
"ID_32",0.633154706011005
"ID_33",0.605199914282298
"ID_34",0.719754847475505
"ID_35",0.720319673611007
"ID_36",0.36998406426632
"ID_37",0.504155134088295
"ID_38",0.482564382185672
"ID_39",0.410161350019902
"ID_40",1.08015588458531
"ID_41",1.53834125044075
"ID_42",0.997725590074252
"ID_43",0.446966718390863
"ID_44",1.11770083088621
"ID_45",0.747332096281921
"ID_46",0.756259858910171
"ID_47",1.31505883115327
"ID_48",0.604671290054362
"ID_49",0.673501110286159
"ID_50",1.38532200144585
"ID_51",0.448501402301988
"ID_52",0.654078365613337
"ID_53",0.892706564572923
"ID_54",0.464204126033061
"ID_55",0.458889925429088
"ID_56",0.6397301062902
"ID_57",0.702404371338214
"ID_58",3.08252547451991
"ID_59",0.966678943886008
"ID_60",0.940566288202099
"ID_61",0.746188905382602
"ID_62",0.668073727936543
"ID_63",0.587846705660204
"ID_64",0.338910363115065
"ID_65",0.894632240185457
"ID_66",0.750338878917965
"ID_67",0.526260915616205
"ID_68",1.64975509622278
"ID_69",0.583896156401878
"ID_70",0.609523393265508
"ID_71",0.624801465106262
"ID_72",0.898128505416607
"ID_73",1.80881128438614
"ID_74",0.243011299694788
"ID_75",1.47179890915803
"ID_76",1.41061492663233
"ID_77",2.0466844327366
"ID_78",1.54934663840438
"ID_79",0.596109714707913
"ID_80",2.19842537320354
"ID_81",0.559541318085144
"ID_82",0.732921497637559
"ID_83",0.475477091117087
"ID_84",0.682607208706892
"ID_85",0.764339025394769
"ID_86",0.355759046718156
"ID_87",0.630664743725806
"ID_88",0.581090284567022
"ID_89",0.487353036025571
"ID_90",1.12484892887948
"ID_91",1.90617376951152
"ID_92",1.16034145939169
"ID_93",0.238268949391765
"ID_94",1.22271753470102
"ID_95",0.852083370657845
"ID_96",0.870502456728336
"ID_97",1.2870133389673
"ID_98",0.486714061402872
"ID_99",0.471700400406518
"ID_100",1.39288407509595
"ID_101",0.109739783756038
"ID_102",0.374159468279823
"ID_103",0.466173596059924
"ID_104",0.55582619539247
"ID_105",0.496357213479142
"ID_106",0.317513522034297
"ID_107",0.51461265060865
"ID_108",0.42332190864617
"ID_109",0.554929511878912
"ID_110",0.54428272577358
"ID_111",0.39158324947465
"ID_112",0.398615130464567
"ID_113",0.474862441314391
"ID_114",0.402472459436961
"ID_115",1.3913853349565
"ID_116",0.863712202407901
"ID_117",0.466219498223757
"ID_118",0.0631546976156285
"ID_119",0.490888616334011
"ID_120",0.463552901298112
"ID_121",0.627457034986913
"ID_122",0.418889162352071
"ID_123",0.405392912051036
"ID_124",0.442118788628057
"ID_125",0.474395652737844
"ID_126",0.0993263216907724
"ID_127",0.369927031907302
"ID_128",0.466512491653818
"ID_129",0.536574747448357
"ID_130",0.474074771516232
"ID_131",0.488315445850274
"ID_132",0.614129473909678
"ID_133",0.490087475532833
